id,date_releve,humidity,dewpoint,pressure,windspeed,visibility,cloudcover,windgust,uvindex,precipintensity,precipintensitymax,temperaturehigh,temperaturelow,temperaturehighoffset2,temperaturelowoffset2
764,2018-10-10,0.78,12.46,1012.93,4.37,11.08,0.40,11.76,3.21,0.22,0.85,22.47,13.72,24.47,15.72
772,2018-10-11,0.79,13.63,1010.92,4.63,11.60,0.59,12.21,2.95,0.27,1.28,22.83,14.11,24.83,16.11
1091,2018-10-12,0.76,14.08,1018.42,4.71,12.31,0.75,11.37,2.86,0.01,0.10,24.63,14.72,26.63,16.72
564,2018-10-13,0.74,14.16,1017.32,4.51,12.10,0.44,10.97,3.29,0.01,0.05,25.08,14.78,27.08,16.78
60,2018-10-14,0.73,12.82,1009.61,5.21,12.02,0.64,12.80,3.00,0.19,0.78,23.13,13.55,25.13,15.55
10,2018-10-15,0.74,11.43,1010.60,3.92,11.77,0.74,11.15,2.86,0.27,0.99,20.78,11.77,22.78,13.77
183,2018-10-16,0.76,11.36,1016.84,2.31,11.75,0.57,6.41,2.88,0.08,0.25,21.38,10.61,23.38,12.61
258,2018-10-17,0.78,11.26,1017.76,1.99,11.80,0.61,5.93,2.93,0.05,0.19,21.10,11.97,23.10,13.97
127,2018-10-18,0.77,11.69,1017.74,3.46,11.75,0.50,8.39,2.86,0.03,0.18,21.46,11.01,23.46,13.01
1133,2018-10-19,0.78,11.10,1020.69,2.82,11.32,0.40,7.07,2.90,0.00,0.01,21.02,9.90,23.02,11.90
826,2018-10-20,0.78,10.22,1026.12,2.80,11.14,0.23,6.25,3.21,0.00,0.01,20.42,7.98,22.42,9.98
719,2018-10-21,0.75,8.59,1024.89,2.62,11.05,0.14,6.84,3.40,0.00,0.02,20.31,9.22,22.31,11.22
187,2018-10-22,0.70,7.38,1027.08,4.44,11.85,0.34,11.22,3.00,0.00,0.02,18.23,7.07,20.23,9.07
532,2018-10-23,0.69,6.06,1030.15,3.53,12.12,0.31,9.59,2.95,0.00,0.00,18.40,8.36,20.40,10.36
209,2018-10-24,0.72,7.91,1026.57,3.27,11.90,0.41,8.30,2.90,0.00,0.01,19.56,10.03,21.56,12.03
1185,2018-10-25,0.78,9.22,1021.05,2.48,11.67,0.50,6.03,2.52,0.00,0.01,18.46,7.86,20.46,9.86
726,2018-10-26,0.79,7.91,1014.36,2.93,11.79,0.71,7.16,2.29,0.02,0.13,16.18,7.07,18.18,9.07
631,2018-10-27,0.80,5.28,1009.29,3.61,10.46,0.77,9.31,1.88,0.22,0.61,11.30,4.88,13.30,6.88
547,2018-10-28,0.79,3.43,1005.66,5.31,10.83,0.82,12.74,1.74,0.21,0.81,9.74,4.67,11.74,6.67
774,2018-10-29,0.80,3.03,998.65,5.32,9.72,0.89,13.92,1.76,0.48,1.30,8.33,3.42,10.33,5.42
177,2018-10-30,0.74,2.90,1001.63,4.19,11.70,0.71,11.95,1.74,0.19,0.69,12.35,5.26,14.35,7.26
426,2018-10-31,0.81,6.35,1008.40,4.23,10.90,0.84,11.61,1.81,0.32,0.81,13.71,8.16,15.71,10.16
12,2018-11-01,0.83,7.63,1012.15,3.39,10.52,0.79,10.36,1.76,0.23,0.92,14.30,6.15,16.30,8.15
1071,2018-11-02,0.81,6.06,1022.03,2.44,11.32,0.63,6.70,1.98,0.08,0.35,14.04,4.23,16.04,6.23
341,2018-11-03,0.78,4.61,1024.10,3.07,11.63,0.70,7.73,2.12,0.01,0.06,14.09,5.48,16.09,7.48
659,2018-11-04,0.80,6.45,1012.78,3.31,11.63,0.69,10.02,1.95,0.06,0.15,15.77,8.60,17.77,10.60
5,2018-11-05,0.80,9.45,1005.16,4.19,11.12,0.74,11.60,1.81,0.08,0.40,17.67,9.88,19.67,11.88
693,2018-11-06,0.83,9.13,1005.77,4.24,10.76,0.80,13.24,1.55,0.28,1.27,15.60,8.54,17.60,10.54
931,2018-11-07,0.82,8.31,1009.17,5.37,11.06,0.75,13.54,1.64,0.25,1.04,14.81,6.50,16.81,8.50
797,2018-11-08,0.81,7.24,1017.48,3.72,11.73,0.57,10.23,1.71,0.03,0.27,14.79,8.35,16.79,10.35
609,2018-11-09,0.83,8.55,1012.30,4.49,11.23,0.75,13.39,1.52,0.19,0.83,15.72,9.84,17.72,11.84
1015,2018-11-10,0.84,9.85,1006.50,5.43,10.99,0.78,13.85,1.52,0.28,0.92,15.41,10.27,17.41,12.27
96,2018-11-11,0.83,10.19,1010.01,4.96,11.89,0.66,13.19,1.71,0.16,0.57,16.97,10.94,18.97,12.94
404,2018-11-12,0.83,10.46,1016.44,4.50,11.31,0.67,11.32,1.60,0.18,0.65,16.91,10.53,18.91,12.53
257,2018-11-13,0.83,9.54,1026.40,3.15,11.55,0.60,8.92,1.57,0.08,0.39,16.27,7.20,18.27,9.20
233,2018-11-14,0.85,8.75,1025.27,2.92,10.73,0.55,7.07,1.57,0.00,0.02,16.53,8.63,18.53,10.63
981,2018-11-15,0.86,9.10,1022.10,3.07,10.64,0.52,6.98,1.57,0.00,0.02,16.03,7.62,18.03,9.62
537,2018-11-16,0.85,7.85,1022.91,2.90,9.76,0.50,6.70,1.52,0.00,0.01,14.44,6.09,16.44,8.09
877,2018-11-17,0.80,4.72,1021.10,4.34,10.62,0.47,11.34,1.40,0.04,0.15,11.64,3.73,13.64,5.73
708,2018-11-18,0.71,1.57,1018.31,5.02,11.92,0.20,11.67,1.33,0.05,0.10,11.35,1.41,13.35,3.41
785,2018-11-19,0.73,0.08,1010.06,4.71,12.07,0.39,10.57,1.14,0.04,0.22,8.26,1.82,10.26,3.82
416,2018-11-20,0.79,0.73,1004.32,3.11,10.42,0.69,9.30,1.14,0.12,0.47,7.11,1.13,9.11,3.13
240,2018-11-21,0.82,1.86,1011.53,2.89,10.06,0.47,7.20,1.21,0.11,0.46,9.72,2.70,11.72,4.70
168,2018-11-22,0.83,3.69,1016.38,2.95,9.97,0.53,6.77,1.33,0.03,0.14,11.50,4.63,13.50,6.63
221,2018-11-23,0.87,5.41,1013.95,3.26,8.95,0.76,8.49,1.17,0.31,1.11,11.11,4.91,13.11,6.91
923,2018-11-24,0.83,5.21,1012.28,2.80,10.52,0.68,7.42,1.24,0.11,0.59,12.64,4.48,14.64,6.48
637,2018-11-25,0.85,4.66,1007.19,3.55,10.02,0.73,9.86,1.14,0.26,0.99,10.33,4.44,12.33,6.44
406,2018-11-26,0.84,3.98,1009.34,3.41,10.83,0.79,9.03,1.07,0.04,0.15,9.50,4.08,11.50,6.08
41,2018-11-27,0.82,3.91,1017.55,4.32,10.62,0.66,11.83,1.19,0.15,0.54,10.75,5.35,12.75,7.35
9,2018-11-28,0.80,5.35,1018.81,4.47,11.36,0.75,10.62,1.26,0.12,0.47,13.23,7.02,15.23,9.02
511,2018-11-29,0.75,5.67,1015.50,5.28,11.95,0.80,13.37,1.21,0.08,0.37,14.50,7.77,16.50,9.77
101,2018-11-30,0.83,6.53,1015.86,4.00,10.84,0.70,10.40,1.02,0.19,0.71,12.19,5.72,14.19,7.72
930,2018-12-01,0.85,6.51,1015.89,4.60,11.02,0.76,12.43,1.02,0.23,0.76,12.62,8.90,14.62,10.90
154,2018-12-02,0.87,9.68,1012.41,5.47,10.05,0.90,12.67,1.10,0.43,1.00,14.13,11.10,16.13,13.10
387,2018-12-03,0.86,10.52,1013.03,5.56,11.33,0.77,13.38,1.19,0.24,0.90,15.56,9.52,17.56,11.52
189,2018-12-04,0.82,8.27,1021.31,3.08,11.98,0.66,10.61,1.19,0.04,0.14,14.56,6.89,16.56,8.89
342,2018-12-05,0.83,7.35,1021.78,3.26,11.49,0.76,9.50,1.24,0.07,0.44,14.39,9.30,16.39,11.30
945,2018-12-06,0.85,9.43,1022.62,4.42,11.86,0.78,11.83,1.02,0.07,0.27,14.65,9.31,16.65,11.31
861,2018-12-07,0.81,7.51,1018.63,6.01,11.50,0.71,16.71,1.12,0.19,0.95,13.92,6.87,15.92,8.87
259,2018-12-08,0.76,5.53,1019.14,7.21,12.12,0.64,17.03,1.12,0.10,0.32,12.58,8.70,14.58,10.70
969,2018-12-09,0.74,5.97,1018.80,8.26,12.06,0.72,19.08,1.10,0.13,0.30,12.82,6.68,14.82,8.68
269,2018-12-10,0.76,4.09,1027.91,4.16,12.20,0.52,11.96,1.05,0.02,0.06,11.55,2.66,13.55,4.66
326,2018-12-11,0.79,1.92,1024.21,2.70,11.19,0.45,7.03,1.05,0.01,0.04,10.11,1.39,12.11,3.39
211,2018-12-12,0.80,0.86,1020.07,2.84,11.10,0.61,7.82,1.02,0.02,0.13,7.91,1.50,9.91,3.50
310,2018-12-13,0.82,0.63,1011.90,4.40,10.70,0.72,10.46,1.00,0.19,0.50,6.15,0.75,8.15,2.75
59,2018-12-14,0.78,-0.93,1018.44,3.22,11.04,0.60,8.78,0.98,0.06,0.24,5.79,-0.48,7.79,1.52
476,2018-12-15,0.77,-0.44,1018.93,4.03,10.07,0.69,11.36,1.02,0.29,1.03,7.38,3.86,9.38,5.86
570,2018-12-16,0.88,4.89,1014.15,3.46,8.27,0.83,11.73,0.98,0.29,1.07,9.21,4.84,11.21,6.84
112,2018-12-17,0.83,4.59,1022.95,4.12,11.79,0.57,11.82,1.00,0.04,0.28,11.14,3.39,13.14,5.39
161,2018-12-18,0.79,3.13,1019.76,5.04,11.48,0.78,13.54,1.02,0.07,0.44,10.60,6.06,12.60,8.06
274,2018-12-19,0.83,5.58,1015.80,4.64,10.95,0.73,12.68,0.90,0.22,0.91,11.57,4.96,13.57,6.96
158,2018-12-20,0.81,4.77,1019.19,4.68,12.15,0.62,12.04,0.95,0.05,0.22,11.69,6.32,13.69,8.32
662,2018-12-21,0.83,7.44,1019.10,6.47,11.12,0.85,15.27,1.07,0.39,1.23,13.68,9.73,15.68,11.73
107,2018-12-22,0.84,8.85,1024.24,4.61,11.59,0.87,12.81,1.05,0.07,0.24,14.11,8.56,16.11,10.56
518,2018-12-23,0.88,9.27,1025.68,4.37,11.14,0.88,11.17,1.02,0.16,0.57,14.60,8.34,16.60,10.34
1059,2018-12-24,0.85,7.55,1028.43,3.33,11.58,0.83,10.55,1.00,0.08,0.33,12.92,3.63,14.92,5.63
405,2018-12-25,0.80,2.53,1032.61,2.55,11.46,0.65,6.54,1.02,0.00,0.01,9.95,0.60,11.95,2.60
723,2018-12-26,0.75,-0.91,1030.61,2.22,11.00,0.75,4.62,1.00,0.00,0.00,8.43,0.47,10.43,2.47
1019,2018-12-27,0.78,-0.26,1027.70,1.61,10.19,0.72,3.33,0.98,0.00,0.01,8.32,1.90,10.32,3.90
758,2018-12-28,0.81,1.47,1030.23,2.06,10.20,0.70,4.68,1.00,0.00,0.02,8.33,2.01,10.33,4.01
757,2018-12-29,0.81,1.47,1034.14,2.70,10.52,0.62,6.37,1.00,0.01,0.03,8.45,2.87,10.45,4.87
1087,2018-12-30,0.81,2.44,1034.73,2.70,10.61,0.66,6.42,1.00,0.01,0.02,9.56,4.16,11.56,6.16
49,2018-12-31,0.81,3.16,1034.42,2.58,10.91,0.69,5.71,1.02,0.01,0.04,10.36,4.42,12.36,6.42
1016,2019-01-01,0.80,3.14,1033.65,2.86,11.29,0.68,7.11,1.17,0.01,0.02,9.40,3.78,11.40,5.78
845,2019-01-02,0.72,0.51,1035.10,4.47,12.37,0.57,10.63,1.12,0.01,0.03,8.76,-0.30,10.76,1.70
300,2019-01-03,0.69,-2.73,1036.60,3.36,12.17,0.32,7.95,1.07,0.00,0.01,7.43,-0.89,9.43,1.11
214,2019-01-04,0.72,-2.74,1036.77,3.06,12.24,0.57,7.58,1.05,0.00,0.01,7.05,-0.42,9.05,1.58
1111,2019-01-05,0.73,-1.60,1035.19,3.37,11.69,0.69,7.60,1.05,0.01,0.03,7.49,1.50,9.49,3.50
22,2019-01-06,0.75,-0.33,1034.39,3.32,11.68,0.73,7.32,1.07,0.01,0.03,7.20,2.17,9.20,4.17
56,2019-01-07,0.78,1.11,1034.29,3.16,11.37,0.69,8.58,1.17,0.01,0.03,8.32,3.43,10.32,5.43
115,2019-01-08,0.78,2.70,1027.88,4.98,11.68,0.76,12.53,1.05,0.05,0.14,9.66,3.44,11.66,5.44
463,2019-01-09,0.74,0.33,1022.26,5.38,12.00,0.65,11.85,1.05,0.04,0.12,7.50,0.25,9.50,2.25
816,2019-01-10,0.72,-2.17,1024.65,4.03,12.29,0.57,9.96,1.00,0.01,0.04,6.25,-0.21,8.25,1.79
1003,2019-01-11,0.75,-1.24,1028.09,3.26,11.33,0.59,7.32,1.00,0.02,0.07,7.11,2.23,9.11,4.23
671,2019-01-12,0.80,2.12,1027.79,4.07,11.23,0.72,11.08,1.14,0.05,0.19,9.24,5.39,11.24,7.39
100,2019-01-13,0.81,5.45,1020.77,6.29,11.81,0.91,13.59,1.05,0.11,0.23,11.46,7.25,13.46,9.25
572,2019-01-14,0.75,4.13,1019.62,5.15,12.22,0.74,13.77,1.29,0.05,0.15,10.83,3.43,12.83,5.43
312,2019-01-15,0.71,1.05,1022.86,2.69,12.34,0.59,6.46,1.40,0.00,0.01,10.50,1.01,12.50,3.01
1126,2019-01-16,0.76,1.07,1015.51,3.68,12.09,0.69,10.32,1.40,0.03,0.18,10.47,4.37,12.47,6.37
457,2019-01-17,0.79,2.72,1014.59,4.33,11.72,0.60,11.74,1.31,0.10,0.42,9.82,0.46,11.82,2.46
1051,2019-01-18,0.77,-0.62,1017.52,3.23,12.02,0.64,8.85,1.19,0.03,0.14,7.32,-0.06,9.32,1.94
832,2019-01-19,0.80,0.18,1012.80,2.77,10.87,0.65,7.07,1.17,0.07,0.25,8.02,1.72,10.02,3.72
922,2019-01-20,0.83,1.29,1014.10,2.53,10.78,0.69,5.99,1.12,0.07,0.27,7.53,-0.02,9.53,1.98
606,2019-01-21,0.78,-1.29,1020.36,2.88,10.94,0.49,7.50,1.26,0.03,0.09,6.20,-1.15,8.20,0.85
97,2019-01-22,0.78,-1.31,1010.05,3.97,9.81,0.69,10.54,1.19,0.18,0.73,6.36,1.34,8.36,3.34
842,2019-01-23,0.80,-0.17,999.88,4.58,9.43,0.81,12.20,1.00,0.25,0.73,5.46,-0.60,7.46,1.40
1053,2019-01-24,0.75,-2.22,1009.54,3.84,11.25,0.75,10.30,1.02,0.03,0.14,5.48,0.39,7.48,2.39
1064,2019-01-25,0.78,0.17,1016.15,3.60,10.61,0.73,9.41,1.33,0.04,0.15,7.65,3.37,9.65,5.37
580,2019-01-26,0.81,3.39,1014.19,4.67,11.02,0.77,13.00,1.40,0.05,0.19,10.33,4.79,12.33,6.79
343,2019-01-27,0.77,2.56,1001.82,7.60,10.42,0.79,17.30,1.29,0.22,0.55,9.19,2.76,11.19,4.76
933,2019-01-28,0.75,0.37,1006.63,5.22,11.31,0.68,14.03,1.31,0.21,0.61,7.65,0.82,9.65,2.82
551,2019-01-29,0.77,-0.19,1004.92,4.60,10.36,0.74,15.78,1.40,0.29,1.18,7.45,1.42,9.45,3.42
985,2019-01-30,0.77,-0.16,1000.90,5.16,9.65,0.74,16.38,1.26,0.23,0.75,6.29,0.47,8.29,2.47
78,2019-01-31,0.84,1.50,994.72,4.11,9.59,0.84,12.71,1.40,0.25,0.99,7.74,4.13,9.74,6.13
247,2019-02-01,0.87,4.32,988.82,3.74,8.76,0.85,11.86,1.40,0.46,1.34,9.43,2.95,11.43,4.95
244,2019-02-02,0.83,1.78,1000.51,5.20,9.68,0.82,13.07,1.10,0.24,0.74,6.71,1.40,8.71,3.40
556,2019-02-03,0.74,-0.83,1019.65,5.20,11.70,0.62,12.59,1.31,0.05,0.17,6.98,-0.68,8.98,1.32
970,2019-02-04,0.75,-1.09,1026.17,4.03,11.09,0.67,11.37,1.62,0.14,0.58,7.52,1.63,9.52,3.63
304,2019-02-05,0.81,2.22,1026.45,2.90,10.49,0.63,7.48,1.74,0.07,0.23,9.92,3.51,11.92,5.51
210,2019-02-06,0.81,3.77,1023.84,3.08,10.99,0.65,8.85,1.93,0.10,0.38,11.74,4.40,13.74,6.40
4,2019-02-07,0.77,3.48,1018.81,4.72,11.73,0.72,11.95,1.43,0.07,0.28,11.46,4.09,13.46,6.09
721,2019-02-08,0.78,3.96,1015.75,5.51,12.20,0.81,13.64,1.52,0.08,0.36,12.05,5.55,14.05,7.55
902,2019-02-09,0.76,4.68,1015.45,5.34,11.89,0.81,13.66,1.55,0.09,0.56,13.00,6.63,15.00,8.63
208,2019-02-10,0.78,4.68,1009.98,7.16,10.66,0.83,18.63,1.50,0.30,1.07,11.66,4.14,13.66,6.14
381,2019-02-11,0.73,1.64,1024.58,4.77,12.47,0.59,13.92,1.79,0.03,0.10,10.11,0.76,12.11,2.76
1184,2019-02-12,0.73,0.18,1033.96,2.54,11.76,0.45,6.05,2.43,0.00,0.01,11.18,-0.31,13.18,1.69
21,2019-02-13,0.70,-0.49,1034.08,2.75,12.54,0.26,6.70,2.76,0.00,0.00,12.16,0.78,14.16,2.78
1144,2019-02-14,0.69,0.85,1032.93,2.85,12.88,0.11,6.38,2.74,0.00,0.00,14.56,1.68,16.56,3.68
376,2019-02-15,0.65,0.74,1029.29,2.59,12.38,0.07,5.89,2.81,0.00,0.00,16.05,1.87,18.05,3.87
75,2019-02-16,0.66,1.15,1027.53,2.66,11.81,0.30,6.64,2.83,0.00,0.01,16.56,3.36,18.56,5.36
562,2019-02-17,0.64,1.69,1022.94,3.74,12.16,0.44,9.71,2.67,0.00,0.01,16.50,3.55,18.50,5.55
737,2019-02-18,0.72,3.20,1020.71,3.40,11.95,0.55,8.34,2.36,0.02,0.08,14.60,3.79,16.60,5.79
124,2019-02-19,0.77,3.57,1022.20,2.34,11.54,0.57,5.88,2.19,0.01,0.05,12.85,2.27,14.85,4.27
2,2019-02-20,0.77,3.41,1023.95,2.36,11.44,0.35,4.85,2.48,0.00,0.01,14.52,2.80,16.52,4.80
370,2019-02-21,0.74,3.51,1028.20,2.22,11.22,0.23,4.46,2.55,0.00,0.00,16.01,3.54,18.01,5.54
998,2019-02-22,0.68,3.53,1031.27,2.94,11.74,0.30,7.59,2.64,0.00,0.01,17.51,4.61,19.51,6.61
977,2019-02-23,0.67,3.56,1030.90,3.19,12.14,0.14,9.03,3.33,0.00,0.00,16.68,2.99,18.68,4.99
837,2019-02-24,0.62,1.07,1033.18,2.67,12.30,0.20,6.49,3.17,0.00,0.01,16.04,2.66,18.04,4.66
889,2019-02-25,0.62,1.95,1033.22,2.41,12.83,0.08,5.30,3.05,0.00,0.00,17.41,3.54,19.41,5.54
273,2019-02-26,0.64,3.40,1030.60,2.26,12.50,0.10,5.01,3.29,0.00,0.00,19.15,3.86,21.15,5.86
490,2019-02-27,0.63,3.54,1026.11,2.11,12.41,0.18,5.21,3.38,0.00,0.00,20.33,5.88,22.33,7.88
169,2019-02-28,0.73,5.70,1024.24,4.88,12.14,0.51,12.31,2.83,0.03,0.18,16.08,7.67,18.08,9.67
51,2019-03-01,0.74,5.45,1021.46,4.48,12.53,0.70,11.33,2.64,0.06,0.27,13.35,6.21,15.35,8.21
178,2019-03-02,0.75,5.50,1019.05,4.97,12.55,0.70,12.08,2.62,0.06,0.50,14.25,6.79,16.25,8.79
730,2019-03-03,0.71,5.73,1014.78,5.61,13.59,0.70,14.31,2.81,0.05,0.29,17.02,7.77,19.02,9.77
181,2019-03-04,0.68,3.98,1008.87,7.52,11.34,0.77,18.95,2.45,0.14,0.54,12.97,5.55,14.97,7.55
48,2019-03-05,0.69,3.82,1012.28,4.97,12.14,0.72,13.27,2.55,0.06,0.21,14.51,6.81,16.51,8.81
1187,2019-03-06,0.72,5.80,1002.62,6.56,11.72,0.90,17.63,2.55,0.21,0.77,15.12,7.56,17.12,9.56
465,2019-03-07,0.72,4.81,1006.56,6.42,11.77,0.64,16.06,2.74,0.17,0.84,13.12,4.70,15.12,6.70
1068,2019-03-08,0.72,3.89,1018.37,4.22,12.13,0.59,10.97,2.74,0.05,0.22,13.34,6.93,15.34,8.93
1039,2019-03-09,0.78,7.04,1022.88,5.37,12.48,0.83,13.02,3.29,0.08,0.33,14.78,9.37,16.78,11.37
958,2019-03-10,0.75,6.95,1021.74,7.35,12.09,0.77,17.31,3.14,0.11,0.47,14.68,5.21,16.68,7.21
114,2019-03-11,0.64,1.12,1028.13,5.94,12.25,0.48,14.83,3.10,0.04,0.15,12.26,2.17,14.26,4.17
401,2019-03-12,0.63,0.34,1021.08,5.75,12.38,0.55,16.07,3.74,0.08,0.54,14.65,4.91,16.65,6.91
517,2019-03-13,0.70,2.63,1019.30,6.91,12.44,0.61,15.43,2.33,0.09,0.28,11.35,6.09,13.35,8.09
979,2019-03-14,0.77,4.78,1019.59,7.60,11.48,0.80,17.53,2.79,0.23,0.66,11.97,8.83,13.97,10.83
620,2019-03-15,0.80,7.69,1019.76,7.04,12.36,0.84,15.53,3.00,0.12,0.36,14.12,7.46,16.12,9.46
753,2019-03-16,0.71,5.94,1016.72,5.59,12.93,0.62,12.24,3.64,0.03,0.18,16.67,6.50,18.67,8.50
144,2019-03-17,0.72,3.95,1013.74,5.83,11.65,0.66,14.42,2.90,0.10,0.45,12.95,3.84,14.95,5.84
1127,2019-03-18,0.70,1.93,1022.28,4.56,11.86,0.56,11.02,3.48,0.04,0.15,11.81,2.88,13.81,4.88
399,2019-03-19,0.71,1.97,1027.01,2.98,12.22,0.45,6.43,4.12,0.03,0.11,12.26,2.04,14.26,4.04
541,2019-03-20,0.65,1.14,1031.83,2.89,12.53,0.26,6.28,4.36,0.00,0.02,14.30,2.41,16.30,4.41
284,2019-03-21,0.62,1.50,1031.13,2.58,13.01,0.26,5.66,4.48,0.00,0.00,15.81,3.02,17.81,5.02
39,2019-03-22,0.60,2.01,1028.69,2.01,11.87,0.18,4.18,4.83,0.00,0.00,18.77,4.29,20.77,6.29
875,2019-03-23,0.62,3.17,1027.65,2.39,11.73,0.31,5.93,4.52,0.00,0.01,18.67,4.99,20.67,6.99
340,2019-03-24,0.65,3.66,1026.24,2.98,12.75,0.26,7.41,4.43,0.00,0.01,17.28,4.68,19.28,6.68
407,2019-03-25,0.64,2.15,1025.70,5.05,12.35,0.29,12.32,3.71,0.01,0.02,14.06,3.11,16.06,5.11
1136,2019-03-26,0.58,-0.35,1028.59,4.54,12.56,0.20,11.65,4.40,0.03,0.10,13.90,1.87,15.90,3.87
755,2019-03-27,0.59,0.44,1030.00,3.59,12.77,0.17,8.33,4.67,0.00,0.00,14.88,3.24,16.88,5.24
968,2019-03-28,0.62,2.11,1031.33,3.19,12.04,0.14,7.21,4.26,0.00,0.00,15.74,3.93,17.74,5.93
696,2019-03-29,0.63,3.26,1027.72,3.02,12.01,0.15,8.30,4.02,0.00,0.00,17.82,4.97,19.82,6.97
180,2019-03-30,0.59,3.03,1022.70,2.91,12.16,0.15,7.21,4.55,0.00,0.01,18.79,4.83,20.79,6.83
1174,2019-03-31,0.60,3.49,1019.28,2.94,12.09,0.24,7.72,4.55,0.00,0.03,18.90,6.31,20.90,8.31
1066,2019-04-01,0.64,4.87,1016.05,2.97,11.84,0.56,7.88,3.88,0.02,0.09,18.76,7.54,20.76,9.54
409,2019-04-02,0.70,5.42,1011.62,4.01,10.97,0.73,10.06,3.14,0.10,0.38,15.36,5.49,17.36,7.49
26,2019-04-03,0.79,3.78,1004.62,3.90,9.56,0.77,9.55,2.90,0.39,1.11,9.93,2.50,11.93,4.50
1080,2019-04-04,0.73,1.48,1000.30,4.11,11.31,0.57,9.74,3.24,0.17,0.69,11.63,2.89,13.63,4.89
672,2019-04-05,0.66,1.76,1001.14,3.89,11.49,0.73,10.40,3.83,0.06,0.28,14.02,5.39,16.02,7.39
618,2019-04-06,0.76,4.85,1001.34,4.09,10.14,0.86,10.55,3.19,0.28,1.12,13.37,5.09,15.37,7.09
674,2019-04-07,0.76,5.27,1006.53,3.10,11.32,0.77,7.70,3.48,0.09,0.36,14.36,5.12,16.36,7.12
989,2019-04-08,0.75,5.58,1010.90,2.63,11.86,0.62,6.12,3.88,0.05,0.25,15.40,5.76,17.40,7.76
535,2019-04-09,0.76,6.12,1010.56,2.24,11.24,0.64,5.40,4.05,0.09,0.32,15.77,6.53,17.77,8.53
649,2019-04-10,0.77,6.21,1011.77,3.73,10.59,0.73,9.20,3.62,0.09,0.32,14.50,5.93,16.50,7.93
634,2019-04-11,0.70,4.30,1016.75,4.58,11.20,0.52,9.51,4.26,0.06,0.24,14.30,3.68,16.30,5.68
935,2019-04-12,0.63,1.79,1019.47,3.89,11.41,0.30,8.82,4.69,0.03,0.10,14.33,2.67,16.33,4.67
131,2019-04-13,0.58,-0.25,1019.90,3.86,12.13,0.23,8.62,4.62,0.01,0.05,13.87,2.11,15.87,4.11
1166,2019-04-14,0.57,-1.35,1018.93,4.18,11.94,0.46,9.01,4.29,0.03,0.10,12.81,2.82,14.81,4.82
1027,2019-04-15,0.58,1.45,1017.14,4.44,12.00,0.52,11.35,4.88,0.06,0.49,17.15,8.17,19.15,10.17
568,2019-04-16,0.76,7.29,1017.61,3.05,11.12,0.81,9.75,3.55,0.13,0.80,15.63,6.88,17.63,8.88
1188,2019-04-17,0.72,7.31,1018.43,3.43,12.97,0.59,9.15,4.64,0.00,0.02,19.17,8.99,21.17,10.99
1108,2019-04-18,0.64,7.38,1018.54,4.00,13.42,0.77,10.62,4.19,0.00,0.01,21.19,9.73,23.19,11.73
1000,2019-04-19,0.57,6.85,1023.80,3.42,13.05,0.52,8.78,4.83,0.00,0.03,22.80,8.90,24.80,10.90
486,2019-04-20,0.57,6.48,1024.60,3.38,12.14,0.27,8.53,5.38,0.01,0.09,22.48,10.07,24.48,12.07
520,2019-04-21,0.60,6.89,1017.57,3.30,11.86,0.58,8.42,4.33,0.03,0.13,20.73,9.89,22.73,11.89
882,2019-04-22,0.61,7.48,1005.25,3.43,12.20,0.69,9.26,4.38,0.02,0.16,22.07,11.62,24.07,13.62
121,2019-04-23,0.71,9.54,997.41,3.72,11.03,0.80,10.50,3.52,0.19,0.69,19.15,10.73,21.15,12.73
733,2019-04-24,0.76,8.78,1000.93,5.32,10.57,0.75,14.71,3.71,0.32,1.40,17.14,9.56,19.14,11.56
36,2019-04-25,0.76,7.80,1005.97,5.66,10.32,0.77,14.71,3.83,0.34,1.50,16.13,7.06,18.13,9.06
925,2019-04-26,0.76,6.96,1015.31,4.48,11.40,0.63,11.94,4.21,0.19,0.99,15.77,8.28,17.77,10.28
1098,2019-04-27,0.71,5.87,1020.77,6.25,11.91,0.69,13.52,4.26,0.08,0.30,14.85,6.70,16.85,8.70
654,2019-04-28,0.71,4.79,1022.75,4.81,11.97,0.74,10.83,4.10,0.05,0.15,14.04,5.55,16.04,7.55
891,2019-04-29,0.70,5.04,1021.97,3.04,12.01,0.53,7.29,4.86,0.01,0.05,16.42,5.94,18.42,7.94
906,2019-04-30,0.66,5.52,1020.17,3.02,12.36,0.30,6.43,6.05,0.00,0.01,18.00,6.55,20.00,8.55
812,2019-05-01,0.70,7.12,1016.46,2.40,11.48,0.49,5.84,5.76,0.02,0.09,19.17,8.59,21.17,10.59
296,2019-05-02,0.76,7.88,1015.49,3.65,11.21,0.68,8.31,4.57,0.09,0.34,16.41,8.03,18.41,10.03
810,2019-05-03,0.75,7.05,1013.74,3.32,11.52,0.73,7.34,4.38,0.09,0.31,15.53,7.14,17.53,9.14
1132,2019-05-04,0.75,5.13,1013.22,4.90,11.48,0.58,12.61,4.33,0.13,0.61,13.72,3.22,15.72,5.22
77,2019-05-05,0.64,0.84,1019.24,5.48,12.19,0.37,12.55,4.36,0.03,0.16,12.49,2.73,14.49,4.73
1078,2019-05-06,0.59,0.87,1020.92,3.30,12.35,0.30,7.76,5.45,0.01,0.03,15.23,4.27,17.23,6.27
